سلام وطندار Radio Salam Watandar FM 98.9	Kabul	Afghanistan	34.555	69.207	https://s10.myradiostream.com/12238/;
SR Sápmi-Sameradion	Kiruna	Sweden	67.856	20.225	https://live1.sr.se/sameradion-aac-320
Galaxy FM	Kristianstad	Sweden	56.029	14.157	https://galaxyfm.radioca.st/stream
SR P4 Kristianstad	Kristianstad	Sweden	56.029	14.157	https://live1.sr.se/p4krist-aac-320
Radio 94.3	Kumla	Sweden	59.127	15.140	https://stream.radio943.se/stream
Radio Sotenäs FM 95.3	Kungshamn	Sweden	58.359	11.259	https://sc1.radiosotenas.se/;
Hitcity Öresund	Landskrona	Sweden	55.870	12.830	https://stream.hitcity.se/livehq
Radio pE20	Lerum	Sweden	57.769	12.269	https://streaming.943.se/radiope20
Radio Lidköping 93.8 MHz	Lidköping	Sweden	58.504	13.157	http://lyssna.fnf.nu:8080/lidkoping.mp3
Rockfavoriter	Lidköping	Sweden	58.504	13.157	https://streaming.943.se/rockfavoriter
Radio Linköping FM 95.5	Linköping	Sweden	58.411	15.621	https://stream.linkopingsnarradio.se:8005/radioprogram
SR P4 Norrbotten	Luleå	Sweden	65.585	22.157	https://live1.sr.se/p4nbtn-aac-320
Radio AF	Lund	Sweden	55.705	13.191	https://stream.rcs.revma.com/e3tha8v4dkhvv
The Weekend Radio Show	Lund	Sweden	55.705	13.191	http://13538.cloudrad.io:9324/live
Leon FM - Malmös Radiokanal	Malmö	Sweden	55.605	13.004	https://azura.linkodev.ch/listen/leonfm/radio.mp3
Radio Malmökanalen FM 89.2	Malmö	Sweden	55.605	13.004	https://stream.nsp.se/MNR89_AAC_Hi
Radio Topp 40 FM 90.2	Malmö	Sweden	55.605	13.004	https://stream.rcs.revma.com/0ckm64p5vepwv
Retreat Radio	Malmö	Sweden	55.605	13.004	https://retreatradio.out.airtime.pro/retreatradio_b
Retro FM	Malmö	Sweden	55.605	13.004	https://stream.rcs.revma.com/25knctp5vepwv
SR Din Gata	Malmö	Sweden	55.605	13.004	https://live1.sr.se/dingata-aac-320
SR P4 Malmöhus	Malmö	Sweden	55.605	13.004	https://live1.sr.se/p4malm-aac-320
Radio Siljan FM 94.1	Mora	Sweden	61.017	14.533	https://sstream.ueteknik.se/listen/siljan/radio.mp3
SR P4 Östergötland	Norrköping	Sweden	58.588	16.192	https://live1.sr.se/p4ostg-aac-320
Radio Nybro FM 98.1	Nybro	Sweden	56.893	15.969	http://deb.patrikmalmgrenrask.se:8020/;
Radio Nynäshamn	Nynäshamn	Sweden	58.903	17.947	https://cast4.asurahosting.com/proxy/gtconsul/stream
Scandinavian Albania Radio	Nässjö	Sweden	57.653	14.697	https://streaming.shoutcast.com/skandinavian-albania-radio
Radio Krokom	Offerdal	Sweden	63.467	14.011	https://securestreams4.autopo.st:1798/;
SR P4 Blekinge	Ronneby	Sweden	56.210	15.276	https://live1.sr.se/p4blek-aac-320
Radio Sandviken FM 89.9	Sandviken	Sweden	60.622	16.776	http://rssand.se:4027/;
Av egen Kraft webbradio	Sigtuna	Sweden	59.619	17.723	https://stream.zeno.fm/sn7fwexz0f8uv
Northern Metal Radio	Skellefteå	Sweden	64.750	20.951	http://77.42.42.185:8000/metal
Northern Metal Radio - Extreme	Skellefteå	Sweden	64.750	20.951	https://s2.free-shoutcast.com/stream/18092
SR P4 Skaraborg	Skövde	Sweden	58.390	13.846	https://live1.sr.se/p4skbg-aac-320
Radio Sol	Sollefteå	Sweden	63.165	17.277	http://live.radiosol.se:8000/;stream.mp3
Country Rocks Radio	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/crrMP3
Dansbandskanalen 106.5 FM	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/dbkMP3
Dansbandskanalen Julmusik	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/dbkjulMP3?.mp3
Guldkanalen	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/gk96
Guldkanalen 60-tal	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/gk60talMP3
Guldkanalen 70-tal	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/gk70tal96
Guldkanalen 80-tal	Staffanstorp	Sweden	55.641	13.212	https://stream.dbmedia.se/gk80tal96
Bandit Classic Rock	Stockholm	Sweden	59.329	18.069	https://wr11-ice.stream.khz.se/wr11_mp3
Bandit Metal	Stockholm	Sweden	59.329	18.069	https://wr03-ice.stream.khz.se/wr03_mp3
Bandit Rock FM 101.9	Stockholm	Sweden	59.329	18.069	https://fm02-ice.stream.khz.se/fm02_mp3
Clubalicious Radio	Stockholm	Sweden	59.329	18.069	https://www.radioking.com/play/deejay-2
Disco 54	Stockholm	Sweden	59.329	18.069	https://wr15-ice.stream.khz.se/wr15_mp3
DistFM - 100% Rock!	Stockholm	Sweden	59.329	18.069	http://listen.to.distfm.se/proxy/distfmsam192?mp=/stream
Go Country FM 107.9	Stockholm	Sweden	59.329	18.069	https://wr14-ice.stream.khz.se/wr14_mp3
Hamsafar Radio FM 94.2	Stockholm	Sweden	59.329	18.069	https://stream.radiojar.com/pyea7q9h5ehvv.m4a
lugna favoriter 104.7FM	Stockholm	Sweden	59.329	18.069	https://fm03-ice.stream.khz.se/fm03_mp3
MRS 90½ FM	Stockholm	Sweden	59.329	18.069	http://radiostreamthree.mine.nu/MRS9050one
Power Hit Radio	Stockholm	Sweden	59.329	18.069	https://fm04-ice.stream.khz.se/fm04_mp3?listenerid=7104709ca5f8cbd117d1bfb1ae549a42&awparams=companionAds%3Atrue&platform=web&aw_0_1st.playerid=mtgradio-web&aw_0_1st.skey=1572636863
Radio Ayeneh FM 97.3	Stockholm	Sweden	59.329	18.069	http://83.250.49.43/;
Radio Hambastegi	Stockholm	Sweden	59.329	18.069	http://radiostreamone.mine.nu/9600
Radio Nacka FM 99.9	Stockholm	Sweden	59.329	18.069	https://s4.ssl-stream.com/radio/7900/radionacka
Radio Pontos Stockholm	Stockholm	Sweden	59.329	18.069	http://pontosstockholm.com:8000/live
Radio Rivendell	Stockholm	Sweden	59.329	18.069	https://play.radiorivendell.com/radio/8000/radio.mp3
Radio Sydväst FM 88.9	Stockholm	Sweden	59.329	18.069	http://radiosydvast.duckdns.org:12932/stream
Rix FM	Stockholm	Sweden	59.329	18.069	https://fm01-ice.stream.khz.se/fm01_mp3
Rix FM Fresh	Stockholm	Sweden	59.329	18.069	https://wr04-ice.stream.khz.se/wr04_mp3
Rocket FM	Stockholm	Sweden	59.329	18.069	http://stream.thsradio.se:8000/rocket_hi.mp3?.mp3/;
Sauna Radio	Stockholm	Sweden	59.329	18.069	https://stream.saunaradio.com/live
SDX Synthetic Experience	Stockholm	Sweden	59.329	18.069	http://radio.dawnshadow.se:8000/stream
Skvaller FM	Stockholm	Sweden	59.329	18.069	https://radio.skvaller.icu/listen/skvaller_radio/radio.mp3
Skärgårdsradion FM 90.2	Stockholm	Sweden	59.329	18.069	https://fm06-ice.stream.khz.se/fm06_mp3
Sonic Radio	Stockholm	Sweden	59.329	18.069	https://wr10-ice.stream.khz.se/wr10_aac
SR P1	Stockholm	Sweden	59.329	18.069	https://live1.sr.se/p1-aac-320
SR P2 Alltid Musik	Stockholm	Sweden	59.329	18.069	https://live1.sr.se/p2-aac-320
SR P3	Stockholm	Sweden	59.329	18.069	https://live1.sr.se/p3-aac-320
SR P4 Plus	Stockholm	Sweden	59.329	18.069	https://live1.sr.se/p4plus-aac-320
SR P4 Stockholm	Stockholm	Sweden	59.329	18.069	https://live1.sr.se/p4sth-aac-320
SR Radio Finska	Stockholm	Sweden	59.329	18.069	https://live1.sr.se/finska-aac-320
Star FM	Stockholm	Sweden	59.329	18.069	https://fm05-ice.stream.khz.se/fm05_mp3
Stockholm Närradio FM 101.1	Stockholm	Sweden	59.329	18.069	http://live.narradio.se:8030/;
Stockholm Närradio FM 88.0	Stockholm	Sweden	59.329	18.069	http://live.narradio.se:8010/;
Stockholm Närradio FM 95.3	Stockholm	Sweden	59.329	18.069	http://live.narradio.se:8020/;
Strul FM	Stockholm	Sweden	59.329	18.069	https://stream.streamaudio.de:8000/strul-fm
Svenska Favoriter	Stockholm	Sweden	59.329	18.069	https://wr13-ice.stream.khz.se/wr13_mp3
Vaanambadi Vaanoli	Stockholm	Sweden	59.329	18.069	http://192.95.39.65:25189/;
Bananradion	Stråssa	Sweden	59.739	15.198	https://lyssna.bananradion.se/listen/bananradion/128aac
Radio Strömsund 88.7 FM	Strömsund	Sweden	63.854	15.557	http://radiostromsund.ath.cx:8000/stream
SR P4 Västernorrland	Sundsvall	Sweden	62.391	17.307	https://live1.sr.se/p4vnrl-aac-320
Radio Fryksdalen FM 100.6	Sunne	Sweden	59.837	13.144	https://webradio.radiofryksdalen.se/RF_Live
Radio 88	Sävedalen	Sweden	57.718	12.083	https://streaming.943.se/radio88
89.7 Radio Söderhamn	Söderhamn	Sweden	61.306	17.063	http://80.245.225.101:8000/;
Countrykanalen Sweden	Tidaholm	Sweden	58.182	13.959	https://eu2.fastcast4u.com/proxy/counrtyk?mp=/;
Radio Tidaholm 101,6	Tidaholm	Sweden	58.182	13.959	https://streaming.943.se/radiotidaholm
HitzFM Sommenbygd 97,8FM	Tranås	Sweden	58.036	14.976	https://s2.stationplaylist.com:7098/listen.mp3
Radio Trelleborg 92,8 MHz	Trelleborg	Sweden	55.376	13.157	https://stream.radiotrelleborg.se/RaTbg_AAC_Lo
Radio Trollhättan FM 90.6	Trollhättan	Sweden	58.283	12.286	http://lyssna.fnf.nu:8080/radiotrollhattan.mp3
Radio Nord FM 98.3	Täby	Sweden	59.442	18.070	http://radio.tabyenskilda.se:8050/;
Dagnys musikcafe	Uddevalla	Sweden	58.350	11.936	https://ssl-streaming.nordblommedia.se/dagny.mp3
Radio Bohuslän 106,2	Uddevalla	Sweden	58.350	11.936	http://radio.itconnect.se/rb2
Pop & Rock 102,3	Umeå	Sweden	63.826	20.263	https://sstream.ueteknik.se/listen/poporock/radio.mp3
SR P4 Västerbotten	Umeå	Sweden	63.826	20.263	https://live1.sr.se/p4vbtn-aac-320
SR P4 Uppland	Uppsala	Sweden	59.859	17.639	https://live1.sr.se/p4uppl-aac-320
Radio Wix FM 97.9	Valdemarsvik	Sweden	58.202	16.601	https://s2.radio.co/s74d4d7992/listen
Radio Treby	Vara	Sweden	58.262	12.960	https://streaming.943.se/treby878
Radio Vara FM 87,8 Mhz	Vara	Sweden	58.262	12.960	http://lyssna.fnf.nu:8080/radiovara.mp3
Puls FM 91.9 Varberg	Varberg	Sweden	57.107	12.252	https://pulsfmvbg.radioca.st/stream
P4 Västmanland FM 100.5	Vastmanland	Sweden	59.792	15.759	https://live1.sr.se/p4vstm-aac-320
SR P4 Gotland	Visby	Sweden	57.635	18.295	https://live1.sr.se/p4gotl-aac-320
SR P4 Kronoberg	Vislanda	Sweden	56.786	14.465	https://live1.sr.se/p4kron-aac-320
Lite FM	Vänersborg	Sweden	58.380	12.325	https://streaming.943.se/litefm
Radio Active	Ystad	Sweden	55.430	13.820	https://stream.nsp.se/radioactive48
Radio Österåker 103.7 FM	Åkersberga	Sweden	59.480	18.311	http://lyssna.osteraker.se/live-mp3-128
Radio 45 FM 98.1	Åmål	Sweden	59.051	12.698	https://streaming.943.se/radio45
Radio Öckerö	Öckerö	Sweden	57.712	11.649	https://radio.darub.se/ockero.mp3
SR P4 Örebro	Örebro	Sweden	59.275	15.213	https://live1.sr.se/p4oreb-aac-320
SR P4 Jämtland	Östersund	Sweden	63.177	14.636	https://live1.sr.se/p4jmtl-aac-320
Kanal K	Aarau	Switzerland	47.390	8.046	https://play.kanalk.ch/kanalk/mp3-192/radiogarden
Radio Argovia	Aarau	Switzerland	47.390	8.046	https://stream.streambase.ch/argovia/mp3-128/radiogarden/
Radio SRF 1 Aargau Solothurn	Aarau	Switzerland	47.390	8.046	https://stream.srg-ssr.ch/m/regi_ag_so/mp3_128
Radio Summernight	Aarau	Switzerland	47.390	8.046	https://stream.laut.fm/radiosummernight
SwissGroove Webradio	Altstätten	Switzerland	47.377	9.547	https://relay1.swissgroove.ch/;
Energy Basel	Basel	Switzerland	47.560	7.589	https://energybasel.ice.infomaniak.ch/energybasel-high.mp3
Happy Radio	Basel	Switzerland	47.560	7.589	https://streaming.broadcastradio.com:11345/gtradio
Radio Basilisk	Basel	Switzerland	47.560	7.589	https://radiobasilisk-64.ice.infomaniak.ch/radiobasilisk-64-128-2.mp3
Radio OneFive	Basel	Switzerland	47.560	7.589	https://c32.radioboss.fm:18498/stream
Radio SRF 1 Basel	Basel	Switzerland	47.560	7.589	https://stream.srg-ssr.ch/m/regi_bs_bl/aacp_96
Radio Swiss Classic FM 106.9	Basel	Switzerland	47.560	7.589	https://stream.srg-ssr.ch/m/rsc_de/mp3_128
Radio Swiss Jazz	Basel	Switzerland	47.560	7.589	https://stream.srg-ssr.ch/m/rsj/mp3_128
Radio Swiss Pop	Basel	Switzerland	47.560	7.589	https://stream.srg-ssr.ch/m/rsp/mp3_128
Radio X 94.5	Basel	Switzerland	47.560	7.589	https://mp3.radiox.ch/standard.mp3
RadioPolis.xyz	Basel	Switzerland	47.560	7.589	http://rs01.swissnwx.ch:20080/stream
Waldhaus FM	Basel	Switzerland	47.560	7.589	https://c21.radioboss.fm:8122/stream
A Fine Jazz Gumbo Radio	Bellinzona	Switzerland	46.195	9.024	https://streaming.smartradio.ch:9502/stream
80s Forever Radio	Bergdietikon	Switzerland	47.393	8.390	https://azuracast.ssl-stream.com/radio/8050/256.mp3
Bear Metal Radio	Bern	Switzerland	46.948	7.447	https://cast5.asurahosting.com/proxy/bear?mp=/stream
Energy Bern	Bern	Switzerland	46.948	7.447	https://energybern.ice.infomaniak.ch/energybern-high.mp3
IP Music Slow Radio	Bern	Switzerland	46.948	7.447	https://live7.avf.ch/ipmusicslowaacp96
Klassik Radio Schweiz	Bern	Switzerland	46.948	7.447	https://live.streams.klassikradio.de/klassikradio-schweiz/stream/mp3?aggregator=radiogarden
Radio Bern1	Bern	Switzerland	46.948	7.447	https://stream.streambase.ch/radiobern1/mp3-128/radiogarden/
Radio Bollwerk	Bern	Switzerland	46.948	7.447	https://radio.radio-bollwerk.ch/listen/radio_bollwerk/radio.mp3
Radio RaBe 95.6 FM	Bern	Switzerland	46.948	7.447	https://stream.rabe.ch/livestream/rabe-hd.mp3
Radio SRF 1 Bern Freibourg Wallis	Bern	Switzerland	46.948	7.447	https://stream.srg-ssr.ch/m/regi_be_fr_vs/mp3_128
Radio Suisse Classique	Bern	Switzerland	46.948	7.447	https://stream.srg-ssr.ch/m/rsc_fr/mp3_128?.mp3
Radio Svizzera Classica	Bern	Switzerland	46.948	7.447	https://stream.srg-ssr.ch/m/rsc_it/mp3_128?.mp3
Radio Tell	Bern	Switzerland	46.948	7.447	https://radiotell.dmd2streaming.com/radiotell.mp3
Radio Freundes-Dienst Schweiz	Biberstein	Switzerland	47.414	8.081	https://stream.radiofd.org/radiofd/mp3_128/radiogarden
Radio Canal 3 - D	Biel/Bienne	Switzerland	47.137	7.247	https://radio.upstream-cloud.ch/canal3allemand-192.mp3
Global FM	Bremblens	Switzerland	46.545	6.514	https://globalfm.ice.infomaniak.ch/globalfm-high.mp3
Die Neue Zeit	Bremgarten	Switzerland	47.349	8.340	https://audio.bild-und-ton.stream:16162/die-neue-zeit
diis Radio 95.7 FM	Brig	Switzerland	46.304	7.952	https://cast4.asurahosting.com/proxy/diisradi/stream
Adonia-KidsRadio	Brittnau	Switzerland	47.260	7.947	https://puma.streemlion.com/adoniakids
Radio A1 Aargau	Brugg	Switzerland	47.487	8.211	https://nr15.newradio.it/stream/9226
Bible Radio - AT & NT	Burgdorf	Switzerland	47.056	7.627	http://rs1.stream24.org:8690/stream?.mp3/;
Bible Radio - NT & Psalmen	Burgdorf	Switzerland	47.056	7.627	http://rs1.stream24.org:9160/stream
Radio Arremesso	Carouge	Switzerland	46.183	6.138	https://servidor37.brlogic.com:7126/live
Radio Lac	Carouge	Switzerland	46.183	6.138	https://yesfm.ice.infomaniak.ch/yesfm-high.aac
Radio Gwendalyn	Chiasso	Switzerland	45.837	9.025	https://stream.radiojar.com/h6eddm4h9quvv
RidoRadio	Chiasso	Switzerland	45.837	9.025	https://sr2.inmystream.it/proxy/giadema?mp=/stream
Radio Grischa	Chur	Switzerland	46.851	9.532	https://stream.radiogrischa.ch/radiogrischa/mp3_128/radiogarden
RSO Radio Suedostschweiz	Chur	Switzerland	46.851	9.532	https://somedia-2.streaming.deliver.media/rso_mp3_128
RTR Radio Rumantsch	Chur	Switzerland	46.851	9.532	https://stream.srg-ssr.ch/m/rr/mp3_128
The Stage Radio	Chur	Switzerland	46.851	9.532	https://teakmedia-2.streaming.deliver.media/thestage_mp3_192
RSI Radio Rete Uno	Comano	Switzerland	46.036	8.955	https://stream.srg-ssr.ch/m/reteuno/mp3_128
RSI Rete Due	Comano	Switzerland	46.036	8.955	https://stream.srg-ssr.ch/m/retedue/mp3_128
RSI Rete Tre	Comano	Switzerland	46.036	8.955	https://stream.srg-ssr.ch/m/retetre/mp3_128
ARC MUSIQUE	Delémont	Switzerland	47.366	7.345	https://arcmusique.ice.infomaniak.ch/arcmusique-128.mp3
RADIO VINTAGE	Delémont	Switzerland	47.366	7.345	https://vintage.ice.infomaniak.ch/vintage.mp3
RFJ	Delémont	Switzerland	47.366	7.345	https://rfj.ice.infomaniak.ch/rfj-high.mp3?.mp3
Radio Sense	Düdingen	Switzerland	46.846	7.191	https://radio-sense.ice.infomaniak.ch/radio-sense-128.mp3
Zoá Radio	Egg	Switzerland	47.164	8.783	https://paineldj6.com.br:20091/stream/;
Radio Freiburg	Fribourg	Switzerland	46.806	7.162	https://radiofreiburg.ice.infomaniak.ch/radiofreiburg-high.mp3?.mp3
Radio Fribourg FM 89.4	Fribourg	Switzerland	46.806	7.162	https://radiofribourg.ice.infomaniak.ch/radiofribourg-high
transition radio	Fribourg	Switzerland	46.806	7.162	https://a9.asurahosting.com/listen/transition_radio/radio.mp3
Basspistol Radio	Geneva	Switzerland	46.204	6.143	https://radio.basspistol.com/listen/basspistol/radio.mp3
ChristmasRadio.fm	Geneva	Switzerland	46.204	6.143	https://xmasfm1.dmd2streaming.com/christmasradiofm-128.mp3
Maxxima	Geneva	Switzerland	46.204	6.143	https://maxxima.mine.nu/maxxima.mp3
Melody Suisse	Geneva	Switzerland	46.204	6.143	https://stream.rcs.revma.com/bsa1cyuup42vv
Pinoy-OFWFM.org	Geneva	Switzerland	46.204	6.143	https://n0b.radiojar.com/4dy80ayp5gruv
Radio AI@EDU	Geneva	Switzerland	46.204	6.143	https://s2.radio.co/s30b10d574/listen
Radio ONE FM 107	Geneva	Switzerland	46.204	6.143	https://onefm.ice.infomaniak.ch/onefm-high.mp3
Radio Vaanam DAB+	Geneva	Switzerland	46.204	6.143	https://sathees.radioca.st/;
Radio Vostok AM 215	Geneva	Switzerland	46.204	6.143	https://radiovostok.ice.infomaniak.ch/radiovostok.aac
RFB Radio Frequence Bleue	Geneva	Switzerland	46.204	6.143	https://www.radioking.com/play/rfb-radio-frequence-bleue/467686
RTS La Première	Geneva	Switzerland	46.204	6.143	https://stream.srg-ssr.ch/m/la-1ere/mp3_128
Traxx FM Italia	Geneva	Switzerland	46.204	6.143	https://traxx021.ice.infomaniak.ch/traxx021-1.mp3?.mp3
Radio Gloria	Hochdorf	Switzerland	47.167	8.292	https://ch-be06-ice.dmd2streaming.com/radiogloria_lo
80ies	Hochfelden	Switzerland	47.523	8.516	https://stream.radiojar.com/6cbvkaa1mrruv
RS dance station	Hochfelden	Switzerland	47.523	8.516	https://stream.radiojar.com/exqtsg93krruv
Radio Berner Oberland (Radio BeO)	Interlaken	Switzerland	46.686	7.863	https://stream12.radiobeo.ch/beo_mp3_192
Radio Drachenblut	Koblenz	Switzerland	47.610	8.238	https://radio-drachenblut.ch:8443/192/listen.mp3
Sunradio	Krattigen	Switzerland	46.661	7.728	http://87.237.169.24:8000/live
neo1	Langnau im Emmental	Switzerland	46.935	7.786	https://neo1.ice.infomaniak.ch/neo1.mp3
Couleur3	Lausanne	Switzerland	46.520	6.632	https://stream.srg-ssr.ch/m/couleur3/mp3_128
Espace 2 FM 100.3	Lausanne	Switzerland	46.520	6.632	https://stream.srg-ssr.ch/m/espace-2/mp3_128
Fréquence Banane	Lausanne	Switzerland	46.520	6.632	https://player.frequencebanane.ch/fb_192
Global FM	Lausanne	Switzerland	46.520	6.632	https://globalsportvaud.ice.infomaniak.ch/globalsportvaud-128.mp3
Loose Antenna	Lausanne	Switzerland	46.520	6.632	https://stream.looseantenna.fm:8000/default.mp3
Malki Radio World Music	Lausanne	Switzerland	46.520	6.632	https://stream.malki.media:7034/stream
Malki Retro Pop, Rock & Latino	Lausanne	Switzerland	46.520	6.632	https://radio.andaina.net/8054/stream
Option Musique	Lausanne	Switzerland	46.520	6.632	https://stream.srg-ssr.ch/m/option-musique/mp3_128
Radio Impact	Lausanne	Switzerland	46.520	6.632	https://play.radioking.io/radioimpact7/765098
Radio LFM	Lausanne	Switzerland	46.520	6.632	https://lausannefm.ice.infomaniak.ch/lausannefm-high.mp3
Radio Maria Switzerland FRA	Lausanne	Switzerland	46.520	6.632	https://dreamsiteradiocp5.com/proxy/rmsuisse2?mp=/stream
Radio R	Lausanne	Switzerland	46.520	6.632	https://radior.ice.infomaniak.ch/radior-128.mp3
RadioBus 1	Lausanne	Switzerland	46.520	6.632	https://radiobus.ice.infomaniak.ch/radiobus-128.aac
RedLine Radio	Lausanne	Switzerland	46.520	6.632	https://www.radioking.com/play/royale-radio/161119
Rouge 90s	Lausanne	Switzerland	46.520	6.632	https://rouge-90.ice.infomaniak.ch/rouge-90-128.mp3?.mp3
Rouge FM	Lausanne	Switzerland	46.520	6.632	https://rougefm.ice.infomaniak.ch/rougefm-high.mp3
Spoon Radio	Lausanne	Switzerland	46.520	6.632	https://spoonradio.ice.infomaniak.ch/spoonradio-high?.mp3
UZIC	Lausanne	Switzerland	46.520	6.632	https://uzic.ice.infomaniak.ch/uzic-128.aac
Radio Grenzenlos	Liestal	Switzerland	47.487	7.733	https://stream.grenzenlos.ch
Radio Ticino	Locarno	Switzerland	46.167	8.794	https://streaming.smartradio.ch:8502/stream
Radio 3FACH	Lucerne	Switzerland	47.050	8.309	https://stream01.3fach.ch/live
Radio Deep	Lucerne	Switzerland	47.050	8.309	https://s2.radio.co/s098f4886e/listen
Radio Lozärn	Lucerne	Switzerland	47.050	8.309	https://frontend.streamonkey.net/radioluzern-live?aggregator=radiogarden
Radio Pilatus	Lucerne	Switzerland	47.050	8.309	https://stream.streambase.ch/radiopilatus/mp3-128/radiogarden/
Radio SRF 1 Zentralschweiz	Lucerne	Switzerland	47.050	8.309	https://stream.srg-ssr.ch/m/regi_zentr/mp3_128
Radio Onyx	Lugano	Switzerland	46.004	8.951	http://nr4.newradio.it:9432/stream/;
Radio Studio Sound	Lugano	Switzerland	46.004	8.951	https://stream.rcast.net/66707
RWMS	Lugano	Switzerland	46.004	8.951	https://nr6.newradio.it/proxy/worldmus?mp=/stream
Radio 3i 106.5 FM	Melide	Switzerland	45.954	8.947	https://icecast.gruppocdt.ch/radio3i-256.mp3
World Radio Switzerland (WRS)	Meyrin	Switzerland	46.228	6.071	https://uksoutha.streaming.broadcast.radio/wrscloud
Radio Chablais	Monthey	Switzerland	46.252	6.947	https://radiochablais.ice.infomaniak.ch/radiochablais-high.aac
Radio Morcote International	Morcote	Switzerland	45.928	8.908	https://radiomorcote.pub.sonicast.io/international/mp3-256/radiogarden/
IP music	Morges	Switzerland	46.509	6.496	https://live7.avf.ch/ipmusicaacplus64
Radio Rocher	Neuchâtel	Switzerland	46.990	6.929	https://www.radioking.com/play/radio-rocher/429883
Radio Rocket	Neuchâtel	Switzerland	46.990	6.929	https://i9.streams.ovh/sc/radioroc/stream
RTN	Neuchâtel	Switzerland	46.990	6.929	https://rtn.ice.infomaniak.ch/rtn-high.mp3?.mp3
albradio DAB+	Neuenhof	Switzerland	47.449	8.327	https://ec6.yesstreaming.net:1800/stream
Radio Smash	Olten	Switzerland	47.350	7.904	https://play.radioking.io/radio-smash
GVFM 100% Chorales	Oulens-sous-Échallens	Switzerland	46.642	6.577	https://100chorales.ice.infomaniak.ch/100chorales-128.aac
GVFM la Radio du Gros-de-Vaud	Oulens-sous-Échallens	Switzerland	46.642	6.577	https://gvfm.ice.infomaniak.ch/gvfm-64.mp3
GVFM Romandie	Oulens-sous-Échallens	Switzerland	46.642	6.577	https://gvfm.ice.infomaniak.ch/romandie.aac
La Fabrik	Petit-Lancy	Switzerland	46.189	6.114	https://stream.lafabrik.ch/lafabrik
Life Channel	Pfäffikon	Switzerland	47.366	8.787	https://stream1.lifechannel.ch/LIFECHANNEL
Radio Zürisee 107.4 FM	Rapperswil-Jona	Switzerland	47.224	8.819	https://mp3.radio.ch/radiozuerisee256kradiogarden
Generation FM	Remaufens	Switzerland	46.531	6.878	https://generation.ice.infomaniak.ch/generationfm.mp3
Walts Welt	Richterswil	Switzerland	47.205	8.707	https://waltswelt.out.airtime.pro/waltswelt_a
Back2Noize Radio	Romanel-sur-Morges	Switzerland	46.556	6.511	https://securestreams4.autopo.st:1558/Back2Noize
Radio Festnoz	Romanel-sur-Morges	Switzerland	46.556	6.511	https://srv.webradiomanager.fr:1525/stream
Radio Central	Rotkreuz	Switzerland	47.141	8.432	https://stream.streambase.ch/rcentral/mp3-192/radiogarden/
Radio Sunshine	Rotkreuz	Switzerland	47.141	8.432	https://stream.streambase.ch/rsunshine/mp3-192/radiogarden/
Public Domain Radio - Classical	Rüti ZH	Switzerland	47.259	8.851	http://relay.publicdomainradio.org/classical.mp3
Public Domain Radio - Jazz, Swing	Rüti ZH	Switzerland	47.259	8.851	http://relay.publicdomainradio.org/jazz_swing.mp3
FM1	Saint Gallen	Switzerland	47.424	9.377	https://chmedia.streamabc.net/79-fm1-mp3-192-7523806
Radio Melody	Saint Gallen	Switzerland	47.424	9.377	https://stream.streambase.ch/rm/mp3-192/radiogarden/
Radio SRF 1 Ostschweiz	Saint Gallen	Switzerland	47.424	9.377	https://stream.srg-ssr.ch/m/regi_ost/mp3_128
toxic.fm	Saint Gallen	Switzerland	47.424	9.377	https://toxicfm.ice.infomaniak.ch/toxicfm-128
BreathFM	Saint Margrethen	Switzerland	47.450	9.638	https://stream.breathfm.de/listen/mainstream/high.mp3
Agaune Radio	Saint-Maurice	Switzerland	46.215	7.005	https://www.radioking.com/play/agauneradio
Radiô Arpitania	Savièse	Switzerland	46.251	7.349	https://www.radioking.com/play/radio-arpitania
Radio Munot FM 91.5	Schaffhausen	Switzerland	47.696	8.638	https://streaming.radiomunot.ch/munot/mp3_128
RaSA FM 107.2	Schaffhausen	Switzerland	47.696	8.638	https://radio.upstream-cloud.ch/radiorasa-128.mp3
Country Radio Switzerland	Schönenberg	Switzerland	47.193	8.644	https://countryradioswitzerland.ice.infomaniak.ch/crs-128.mp3
La Radio du Bord de l'Eau	Sierre	Switzerland	46.294	7.534	https://listen.radioking.com/radio/181657/stream/223426
DJ Buzz Radio	Sion	Switzerland	46.233	7.361	https://stream.initialradio.fr:8443/djbuzz-192k.mp3
Radio Ouistiti	Sion	Switzerland	46.233	7.361	https://radioouistiti2.ice.infomaniak.ch/radioouistiti-high.mp3
RhoneFM	Sion	Switzerland	46.233	7.361	https://rhonefm.ice.infomaniak.ch/rhonefm-high.mp3
Vertical Radio	Sion	Switzerland	46.233	7.361	https://verticalradio.ice.infomaniak.ch/verticalradio-128.mp3
Vibration 108 FM	Sion	Switzerland	46.233	7.361	https://vibration108-high.ice.infomaniak.ch/vibration108-high.mp3
